NAME,total_population,median_household_income,poverty_count,labor_force_count,zcta,poverty_rate,has_sprouts,has_whole_foods
ZCTA5 25259,726,-666666666,250,172,25259,34.43526170798898,No,No
ZCTA5 25260,1580,50288,209,553,25260,13.227848101265824,No,No
ZCTA5 25261,128,43813,38,65,25261,29.6875,No,No
ZCTA5 25262,1243,64659,44,551,25262,3.5398230088495577,No,No
ZCTA5 25264,545,60039,70,124,25264,12.844036697247708,No,No
ZCTA5 25265,1676,65058,124,744,25265,7.398568019093078,No,No
ZCTA5 25266,833,53607,61,398,25266,7.322929171668667,No,No
ZCTA5 25267,702,42614,66,289,25267,9.401709401709402,No,No
ZCTA5 25268,490,32206,144,97,25268,29.38775510204082,No,No
ZCTA5 25270,959,39046,131,275,25270,13.660062565172055,No,No
ZCTA5 25271,7969,49961,1504,3314,25271,18.87313339189359,No,No
ZCTA5 25275,1865,62774,146,770,25275,7.828418230563003,No,No
ZCTA5 25276,7623,34637,2049,2353,25276,26.879181424635973,No,No
ZCTA5 25285,891,52264,0,422,25285,0.0,No,No
ZCTA5 25286,1336,56500,183,461,25286,13.697604790419163,No,No
ZCTA5 25287,1049,52458,70,226,25287,6.67302192564347,No,No
ZCTA5 25301,2456,23852,784,916,25301,31.921824104234524,No,No
ZCTA5 25302,13221,46498,1942,6898,25302,14.688752741850086,No,No
ZCTA5 25303,7087,69808,803,4008,25303,11.33060533370961,No,No
ZCTA5 25304,8785,73229,1206,3952,25304,13.727945361411498,No,No
ZCTA5 25305,0,-666666666,0,0,25305,,No,No
ZCTA5 25306,6183,54125,1026,2990,25306,16.593886462882097,No,No
ZCTA5 25309,12741,51497,2230,5833,25309,17.502550820186798,No,No
ZCTA5 25311,9792,46626,2457,4806,25311,25.09191176470588,No,No
ZCTA5 25312,10293,54858,1918,3983,25312,18.634023122510442,No,No
ZCTA5 25313,11758,59829,1081,6153,25313,9.193740432046267,No,No
ZCTA5 25314,15212,84231,972,7388,25314,6.3896923481462,No,No
ZCTA5 25315,3437,48333,693,1236,25315,20.162932790224033,No,No
ZCTA5 25320,4404,47128,1111,1345,25320,25.22706630336058,No,No
ZCTA5 25387,5172,40546,1541,2284,25387,29.79505027068832,No,No
ZCTA5 25401,15074,49735,3573,7476,25401,23.7030648799257,No,No
ZCTA5 25403,14739,74334,1646,7936,25403,11.167650451183935,No,No
ZCTA5 25404,22950,64737,3237,12531,25404,14.104575163398692,No,No
ZCTA5 25405,15322,84963,1185,7902,25405,7.7339772875603705,No,No
ZCTA5 25411,11887,62799,1188,5488,25411,9.994111213931186,No,No
ZCTA5 25413,8399,75665,719,4616,25413,8.560542921776403,No,No
ZCTA5 25414,20132,99187,1301,10413,25414,6.4623484999006555,No,No
ZCTA5 25419,12235,82156,647,6280,25419,5.288107887208827,No,No
ZCTA5 25420,4801,90326,421,2334,25420,8.769006456988128,No,No
ZCTA5 25421,20,-666666666,0,20,25421,0.0,No,No
ZCTA5 25422,1623,35938,453,598,25422,27.911275415896487,No,No
ZCTA5 25425,13436,92513,1473,7100,25425,10.963084251265258,No,No
ZCTA5 25427,15946,79694,1202,7963,25427,7.5379405493540705,No,No
ZCTA5 25428,14518,80086,634,8668,25428,4.366992698718832,No,No
ZCTA5 25430,7823,82974,896,3955,25430,11.453406621500703,No,No
ZCTA5 25431,430,63274,99,156,25431,23.02325581395349,No,No
ZCTA5 25432,124,51250,0,33,25432,0.0,No,No
ZCTA5 25434,3275,70536,421,1635,25434,12.854961832061068,No,No
ZCTA5 25437,157,-666666666,0,57,25437,0.0,No,No
ZCTA5 25438,7227,78393,1030,3816,25438,14.2521101425211,No,No
ZCTA5 25442,2640,113720,126,1355,25442,4.772727272727273,No,No
ZCTA5 25443,7516,103095,327,3693,25443,4.350718467269824,No,No
ZCTA5 25444,324,51192,39,178,25444,12.037037037037036,No,No
ZCTA5 25446,1094,139688,82,627,25446,7.495429616087751,No,No
ZCTA5 25501,1342,54141,246,250,25501,18.330849478390462,No,No
ZCTA5 25502,848,43641,55,399,25502,6.485849056603773,No,No
ZCTA5 25503,854,40542,462,272,25503,54.09836065573771,No,No
ZCTA5 25504,13219,61650,1525,6135,25504,11.536424843028973,No,No
ZCTA5 25505,293,-666666666,57,27,25505,19.453924914675767,No,No
ZCTA5 25506,4482,42027,1139,1224,25506,25.412762159750113,No,No
ZCTA5 25507,964,32574,230,296,25507,23.858921161825727,No,No
ZCTA5 25508,8913,48372,1981,3388,25508,22.225962077863795,No,No
ZCTA5 25510,5418,77813,694,2288,25510,12.809154669619785,No,No
ZCTA5 25511,694,29536,148,106,25511,21.32564841498559,No,No
ZCTA5 25512,1208,37810,265,351,25512,21.937086092715234,No,No
ZCTA5 25514,4101,51944,865,1189,25514,21.092416483784444,No,No
ZCTA5 25515,1972,47500,344,611,25515,17.44421906693712,No,No
ZCTA5 25517,1373,38359,258,424,25517,18.790968681718866,No,No
ZCTA5 25520,1460,-666666666,2,536,25520,0.136986301369863,No,No
ZCTA5 25521,1088,60523,185,380,25521,17.003676470588236,No,No
ZCTA5 25523,2858,45691,494,983,25523,17.28481455563331,No,No
ZCTA5 25524,2344,42083,668,773,25524,28.498293515358363,No,No
ZCTA5 25526,22903,80000,2054,11391,25526,8.968257433523991,No,No
ZCTA5 25529,1155,59962,146,476,25529,12.640692640692642,No,No
ZCTA5 25530,6417,64763,640,2905,25530,9.973507869721052,No,No
ZCTA5 25534,98,-666666666,12,29,25534,12.244897959183673,No,No
ZCTA5 25535,2687,81985,363,1383,25535,13.509490137700036,No,No
ZCTA5 25537,1493,54861,305,735,25537,20.42866711319491,No,No
ZCTA5 25540,368,-666666666,87,207,25540,23.641304347826086,No,No
ZCTA5 25541,10565,52078,891,4432,25541,8.433506862281117,No,No
ZCTA5 25544,108,-666666666,53,55,25544,49.074074074074076,No,No
ZCTA5 25545,4561,81964,317,2171,25545,6.950230212672659,No,No
ZCTA5 25547,465,-666666666,83,129,25547,17.8494623655914,No,No
ZCTA5 25550,8647,57056,1424,3323,25550,16.468139239042443,No,No
ZCTA5 25555,2313,71458,444,693,25555,19.1958495460441,No,No
ZCTA5 25557,1523,41250,247,547,25557,16.217990807616548,No,No
ZCTA5 25559,1689,32375,307,377,25559,18.17643576080521,No,No
ZCTA5 25560,7949,100410,275,4101,25560,3.4595546609636427,No,No
ZCTA5 25564,1643,114504,140,705,25564,8.52099817407182,No,No
ZCTA5 25565,837,31429,260,127,25565,31.063321385902032,No,No
ZCTA5 25567,816,-666666666,86,278,25567,10.53921568627451,No,No
ZCTA5 25570,5485,43832,1087,1884,25570,19.817684594348222,No,No
ZCTA5 25571,2265,68750,278,988,25571,12.273730684326711,No,No
ZCTA5 25573,572,-666666666,221,210,25573,38.63636363636363,No,No
ZCTA5 25601,5582,44263,1131,2226,25601,20.261554998208528,No,No
ZCTA5 25606,712,37875,237,157,25606,33.28651685393258,No,No
ZCTA5 25607,688,28438,114,141,25607,16.569767441860463,No,No
ZCTA5 25608,637,58214,46,201,25608,7.221350078492936,No,No
ZCTA5 25611,803,-666666666,98,208,25611,12.204234122042342,No,No
ZCTA5 25612,378,-666666666,0,172,25612,0.0,No,No
ZCTA5 25617,294,-666666666,67,92,25617,22.789115646258505,No,No
ZCTA5 25621,1950,47813,525,531,25621,26.923076923076923,No,No
ZCTA5 25624,368,13643,216,0,25624,58.69565217391305,No,No
ZCTA5 25625,1296,54278,148,316,25625,11.419753086419753,No,No
ZCTA5 25628,364,28750,175,75,25628,48.07692307692308,No,No
ZCTA5 25630,446,62353,61,97,25630,13.67713004484305,No,No
ZCTA5 25632,857,28426,169,325,25632,19.71995332555426,No,No
ZCTA5 25634,1286,32470,149,577,25634,11.586314152410575,No,No
ZCTA5 25635,1531,80000,189,611,25635,12.344872632266494,No,No
ZCTA5 25637,1196,47059,335,406,25637,28.010033444816052,No,No
ZCTA5 25638,519,-666666666,173,204,25638,33.33333333333333,No,No
ZCTA5 25639,473,36875,123,158,25639,26.004228329809724,No,No
ZCTA5 25644,594,-666666666,201,216,25644,33.83838383838384,No,No
ZCTA5 25646,1235,29773,419,259,25646,33.927125506072876,No,No
ZCTA5 25647,211,40366,44,30,25647,20.85308056872038,No,No
ZCTA5 25649,1295,51037,169,517,25649,13.050193050193052,No,No
ZCTA5 25650,99,-666666666,0,15,25650,0.0,No,No
ZCTA5 25651,653,19798,386,165,25651,59.11179173047473,No,No
ZCTA5 25652,1257,36591,498,376,25652,39.618138424821005,No,No
ZCTA5 25653,181,36343,0,0,25653,0.0,No,No
ZCTA5 25654,263,-666666666,0,155,25654,0.0,No,No
ZCTA5 25661,4776,33634,1266,1511,25661,26.507537688442213,No,No
ZCTA5 25666,198,75110,0,64,25666,0.0,No,No
ZCTA5 25667,641,-666666666,383,129,25667,59.75039001560063,No,No
ZCTA5 25669,925,-666666666,298,302,25669,32.21621621621622,No,No
ZCTA5 25670,3325,42230,728,1127,25670,21.894736842105264,No,No
ZCTA5 25671,1940,36250,619,340,25671,31.907216494845358,No,No
ZCTA5 25672,376,24659,156,11,25672,41.48936170212766,No,No
ZCTA5 25674,1996,26627,706,508,25674,35.37074148296593,No,No
ZCTA5 25676,972,35960,177,397,25676,18.209876543209877,No,No
ZCTA5 25678,1339,40395,447,383,25678,33.3831217326363,No,No
ZCTA5 25685,729,58571,42,231,25685,5.761316872427984,No,No
ZCTA5 25688,235,-666666666,29,54,25688,12.340425531914894,No,No
ZCTA5 25690,995,61602,98,415,25690,9.849246231155778,No,No
ZCTA5 25692,1379,23682,577,463,25692,41.84191443074692,No,No
ZCTA5 25696,1382,42196,457,516,25696,33.06801736613603,No,No
ZCTA5 25699,41,-666666666,41,16,25699,100.0,No,No
ZCTA5 25701,21862,47557,5237,9869,25701,23.9548074284146,No,No
ZCTA5 25702,7110,31635,2292,3114,25702,32.23628691983122,No,No
ZCTA5 25703,5065,20352,2318,2987,25703,45.76505429417572,No,No
ZCTA5 25704,14756,47254,2659,6232,25704,18.019788560585525,No,No
ZCTA5 25705,20621,56928,3324,10060,25705,16.11948984045391,No,No
ZCTA5 25755,1440,-666666666,0,623,25755,0.0,No,No
ZCTA5 25801,31056,46612,6818,12842,25801,21.953889747552807,No,No
ZCTA5 25810,0,-666666666,0,0,25810,,No,No
ZCTA5 25811,0,-666666666,0,0,25811,,No,No
ZCTA5 25812,1444,51250,290,695,25812,20.083102493074794,No,No
ZCTA5 25813,7712,56169,629,2226,25813,8.156120331950207,No,No
ZCTA5 25817,301,65408,0,41,25817,0.0,No,No
ZCTA5 25818,318,-666666666,145,146,25818,45.59748427672956,No,No
ZCTA5 25820,527,46994,55,261,25820,10.436432637571158,No,No
ZCTA5 25823,445,-666666666,55,84,25823,12.359550561797752,No,No
ZCTA5 25825,2538,56924,211,1109,25825,8.313632781717887,No,No
ZCTA5 25826,301,-666666666,260,99,25826,86.37873754152824,No,No
ZCTA5 25827,1851,58243,357,869,25827,19.286871961102108,No,No
ZCTA5 25831,1283,42596,317,435,25831,24.70771628994544,No,No
ZCTA5 25832,4322,81544,373,1781,25832,8.630263766774641,No,No
ZCTA5 25836,1262,-666666666,291,575,25836,23.05863708399366,No,No
ZCTA5 25837,340,-666666666,12,194,25837,3.5294117647058822,No,No
ZCTA5 25839,511,-666666666,56,111,25839,10.95890410958904,No,No
ZCTA5 25840,7590,62872,1502,2962,25840,19.78919631093544,No,No
ZCTA5 25841,716,76750,40,189,25841,5.58659217877095,No,No
ZCTA5 25843,844,84348,145,429,25843,17.180094786729857,No,No
ZCTA5 25844,756,90250,289,311,25844,38.22751322751323,No,No
ZCTA5 25845,503,13365,142,89,25845,28.230616302186878,No,No
ZCTA5 25846,73,-666666666,0,31,25846,0.0,No,No
ZCTA5 25848,257,36602,7,35,25848,2.7237354085603114,No,No
ZCTA5 25849,194,-666666666,0,194,25849,0.0,No,No
ZCTA5 25851,0,-666666666,0,0,25851,,No,No
ZCTA5 25853,75,-666666666,0,0,25853,0.0,No,No
ZCTA5 25854,959,57863,142,332,25854,14.80709071949948,No,No
ZCTA5 25855,361,28348,93,138,25855,25.761772853185594,No,No
ZCTA5 25857,27,-666666666,0,0,25857,0.0,No,No
ZCTA5 25862,225,73698,0,45,25862,0.0,No,No
ZCTA5 25864,126,-666666666,9,39,25864,7.142857142857142,No,No
ZCTA5 25865,1372,37422,454,411,25865,33.09037900874635,No,No
ZCTA5 25866,356,54130,0,186,25866,0.0,No,No
ZCTA5 25868,422,50556,35,216,25868,8.293838862559241,No,No
ZCTA5 25870,63,-666666666,0,36,25870,0.0,No,No
ZCTA5 25871,999,43304,146,413,25871,14.614614614614615,No,No
ZCTA5 25873,602,33517,33,302,25873,5.48172757475083,No,No
ZCTA5 25875,966,88047,19,306,25875,1.9668737060041408,No,No
ZCTA5 25876,69,-666666666,0,33,25876,0.0,No,No
ZCTA5 25878,945,-666666666,439,216,25878,46.455026455026456,No,No
ZCTA5 25879,242,58486,79,154,25879,32.64462809917356,No,No
ZCTA5 25880,5538,39010,1937,2055,25880,34.97652582159624,No,No
ZCTA5 25882,2370,68636,344,1173,25882,14.51476793248945,No,No
ZCTA5 25901,10272,47582,1845,4517,25901,17.96144859813084,No,No
ZCTA5 25902,211,-666666666,67,83,25902,31.753554502369667,No,No
ZCTA5 25904,486,45156,226,160,25904,46.50205761316872,No,No
ZCTA5 25907,208,65625,174,50,25907,83.65384615384616,No,No
ZCTA5 25908,0,-666666666,0,0,25908,,No,No
ZCTA5 25909,871,52381,154,445,25909,17.68082663605052,No,No
ZCTA5 25911,216,39276,9,192,25911,4.166666666666666,No,No
ZCTA5 25913,188,-666666666,79,17,25913,42.02127659574468,No,No
ZCTA5 25915,214,45444,43,79,25915,20.093457943925234,No,No
ZCTA5 25916,211,-666666666,143,0,25916,67.77251184834124,No,No
ZCTA5 25917,1336,58243,244,572,25917,18.263473053892216,No,No
ZCTA5 25918,4864,63147,925,2319,25918,19.017269736842106,No,No
ZCTA5 25920,502,110969,255,329,25920,50.79681274900398,No,No
ZCTA5 25921,3205,33488,821,1096,25921,25.61622464898596,No,No
ZCTA5 25922,131,-666666666,23,54,25922,17.557251908396946,No,No
ZCTA5 25928,330,21364,68,83,25928,20.606060606060606,No,No
ZCTA5 25932,384,82875,0,101,25932,0.0,No,No
ZCTA5 25936,4,-666666666,0,4,25936,0.0,No,No
ZCTA5 25938,1515,70893,263,565,25938,17.35973597359736,No,No
ZCTA5 25942,72,-666666666,16,26,25942,22.22222222222222,No,No
ZCTA5 25943,0,-666666666,0,0,25943,,No,No
ZCTA5 25951,5223,35961,1202,1824,25951,23.013593720084245,No,No
ZCTA5 25958,836,-666666666,486,206,25958,58.133971291866025,No,No
ZCTA5 25962,3682,42745,1004,1541,25962,27.267789244975553,No,No
ZCTA5 25966,51,79286,20,15,25966,39.21568627450981,No,No
ZCTA5 25969,1517,58906,107,615,25969,7.053394858272907,No,No
ZCTA5 25971,1586,69089,231,614,25971,14.564943253467844,No,No
ZCTA5 25972,120,36515,0,43,25972,0.0,No,No
ZCTA5 25976,2339,43198,441,726,25976,18.854211201368106,No,No
ZCTA5 25977,0,-666666666,0,0,25977,,No,No
ZCTA5 25978,517,70875,5,157,25978,0.9671179883945842,No,No
ZCTA5 25979,669,35333,147,167,25979,21.973094170403588,No,No
ZCTA5 25981,729,35690,98,266,25981,13.443072702331962,No,No
ZCTA5 25984,1868,26481,805,750,25984,43.09421841541756,No,No
ZCTA5 25985,486,35938,248,125,25985,51.028806584362144,No,No
ZCTA5 25986,321,69286,0,133,25986,0.0,No,No
ZCTA5 25989,342,-666666666,32,146,25989,9.35672514619883,No,No
ZCTA5 26003,40714,56662,5680,19103,26003,13.950975094562068,No,No
ZCTA5 26030,627,28958,267,312,26030,42.58373205741627,No,No
ZCTA5 26031,1662,42132,423,903,26031,25.451263537906136,No,No
ZCTA5 26032,1193,46250,39,519,26032,3.269069572506287,No,No
ZCTA5 26033,1582,55214,193,592,26033,12.199747155499367,No,No
ZCTA5 26034,4316,53760,653,1912,26034,15.129749768303984,No,No
ZCTA5 26035,1685,59293,100,626,26035,5.934718100890208,No,No
ZCTA5 26036,586,157813,16,348,26036,2.7303754266211606,No,No
ZCTA5 26037,5917,51452,624,3057,26037,10.54588473888795,No,No
ZCTA5 26038,3328,80083,175,1660,26038,5.258413461538462,No,No
ZCTA5 26039,363,-666666666,92,52,26039,25.344352617079892,No,No
ZCTA5 26040,1889,53000,525,904,26040,27.792482795129697,No,No
ZCTA5 26041,15659,54578,2484,6594,26041,15.863081933712241,No,No
ZCTA5 26047,5706,55680,781,2636,26047,13.687346652646337,No,No
ZCTA5 26050,1254,26133,476,492,26050,37.9585326953748,No,No
ZCTA5 26055,1096,-666666666,278,472,26055,25.364963503649633,No,No
ZCTA5 26056,333,74135,12,175,26056,3.6036036036036037,No,No
ZCTA5 26058,175,-666666666,0,113,26058,0.0,No,No
ZCTA5 26059,2580,63191,306,1272,26059,11.86046511627907,No,No
ZCTA5 26060,1991,73603,78,947,26060,3.917629331993973,No,No
ZCTA5 26062,21142,58233,2338,10499,26062,11.058556427963296,No,No
ZCTA5 26070,8218,49908,729,3389,26070,8.870771477245071,No,No
ZCTA5 26074,1602,42500,77,820,26074,4.80649188514357,No,No
ZCTA5 26075,652,48750,148,202,26075,22.699386503067483,No,No
ZCTA5 26101,28751,43134,6858,12573,26101,23.85308337101318,No,No
ZCTA5 26104,16011,47604,2350,7342,26104,14.67740928111923,No,No
ZCTA5 26105,12332,63011,1066,6006,26105,8.644177748945832,No,No
ZCTA5 26133,1263,72798,75,573,26133,5.938242280285035,No,No
ZCTA5 26134,668,47381,70,286,26134,10.479041916167663,No,No
ZCTA5 26136,338,47604,28,125,26136,8.284023668639055,No,No
ZCTA5 26137,924,24615,532,249,26137,57.57575757575758,No,No
ZCTA5 26138,109,-666666666,53,64,26138,48.62385321100918,No,No
ZCTA5 26141,468,41905,42,272,26141,8.974358974358974,No,No
ZCTA5 26142,2335,67417,207,1047,26142,8.865096359743042,No,No
ZCTA5 26143,3782,56429,746,1631,26143,19.725013220518246,No,No
ZCTA5 26146,752,67313,96,297,26146,12.76595744680851,No,No
ZCTA5 26147,1696,43047,313,521,26147,18.455188679245282,No,No
ZCTA5 26148,242,-666666666,51,117,26148,21.074380165289256,No,No
ZCTA5 26149,2138,70524,181,609,26149,8.465855940130963,No,No
ZCTA5 26150,5945,65550,466,2643,26150,7.838519764507989,No,No
ZCTA5 26151,475,32632,140,208,26151,29.47368421052631,No,No
ZCTA5 26152,12,-666666666,12,0,26152,100.0,No,No
ZCTA5 26155,7833,53598,1145,3277,26155,14.617643303970382,No,No
ZCTA5 26159,2723,55179,343,1175,26159,12.596401028277635,No,No
ZCTA5 26160,943,51875,131,311,26160,13.891834570519618,No,No
ZCTA5 26161,526,54375,99,175,26161,18.8212927756654,No,No
ZCTA5 26162,0,-666666666,0,0,26162,,No,No
ZCTA5 26164,7481,51776,1864,2843,26164,24.916455019382436,No,No
ZCTA5 26167,572,40625,72,159,26167,12.587412587412588,No,No
ZCTA5 26169,837,53250,114,293,26169,13.620071684587815,No,No
ZCTA5 26170,6610,59131,563,2821,26170,8.517397881996974,No,No
ZCTA5 26175,3216,56514,506,1244,26175,15.733830845771143,No,No
ZCTA5 26178,198,37132,0,28,26178,0.0,No,No
ZCTA5 26180,1993,63553,177,959,26180,8.881083793276467,No,No
ZCTA5 26181,6658,80959,216,2853,26181,3.244217482727546,No,No
ZCTA5 26184,2471,64167,356,989,26184,14.407122622420074,No,No
ZCTA5 26187,5894,75266,398,2787,26187,6.75262979300984,No,No
ZCTA5 26201,19662,49962,3193,8503,26201,16.239446648357237,No,No
ZCTA5 26202,389,38403,13,113,26202,3.3419023136246784,No,No
ZCTA5 26203,541,23621,158,70,26203,29.20517560073937,No,No
ZCTA5 26205,2970,36667,374,1234,26205,12.592592592592592,No,No
ZCTA5 26206,2845,48625,279,1062,26206,9.806678383128295,No,No
ZCTA5 26208,797,48295,72,316,26208,9.03387703889586,No,No
ZCTA5 26209,122,-666666666,13,104,26209,10.655737704918032,No,No
ZCTA5 26210,0,-666666666,0,0,26210,,No,No
ZCTA5 26215,117,-666666666,0,106,26215,0.0,No,No
ZCTA5 26217,331,-666666666,257,100,26217,77.64350453172206,No,No
ZCTA5 26218,2815,55795,552,1146,26218,19.609236234458262,No,No
ZCTA5 26222,157,41964,0,90,26222,0.0,No,No
ZCTA5 26224,171,31792,80,12,26224,46.783625730994146,No,No
ZCTA5 26228,0,-666666666,0,0,26228,,No,No
ZCTA5 26230,86,-666666666,46,23,26230,53.48837209302325,No,No
ZCTA5 26234,982,32024,133,277,26234,13.54378818737271,No,No
ZCTA5 26236,13,-666666666,0,6,26236,0.0,No,No
ZCTA5 26237,438,78043,0,210,26237,0.0,No,No
ZCTA5 26238,1054,42720,207,414,26238,19.639468690702085,No,No
ZCTA5 26241,14012,48450,1921,6443,26241,13.709677419354838,No,No
ZCTA5 26250,5752,45191,1016,2344,26250,17.663421418636997,No,No
ZCTA5 26253,3302,57429,568,1504,26253,17.201695941853423,No,No
ZCTA5 26254,87,68750,0,19,26254,0.0,No,No
ZCTA5 26257,668,52198,122,318,26257,18.263473053892216,No,No
ZCTA5 26259,73,60729,8,15,26259,10.95890410958904,No,No
ZCTA5 26260,1471,59973,149,675,26260,10.129163834126444,No,No
ZCTA5 26261,3088,31788,875,1057,26261,28.335492227979277,No,No
ZCTA5 26263,229,48750,39,47,26263,17.03056768558952,No,No
ZCTA5 26264,739,44208,103,284,26264,13.937753721244924,No,No
ZCTA5 26266,376,-666666666,0,143,26266,0.0,No,No
ZCTA5 26267,716,55603,87,311,26267,12.150837988826815,No,No
ZCTA5 26268,0,-666666666,0,0,26268,,No,No
ZCTA5 26269,945,61563,10,488,26269,1.0582010582010581,No,No
ZCTA5 26270,592,58661,126,297,26270,21.283783783783782,No,No
ZCTA5 26271,332,31875,45,117,26271,13.55421686746988,No,No
ZCTA5 26273,2293,36406,528,360,26273,23.026602703881377,No,No
ZCTA5 26275,571,37500,201,160,26275,35.20140105078809,No,No
ZCTA5 26276,858,57561,0,379,26276,0.0,No,No
ZCTA5 26278,699,62951,27,438,26278,3.862660944206009,No,No
ZCTA5 26280,1384,51250,174,399,26280,12.572254335260116,No,No
ZCTA5 26282,211,-666666666,106,12,26282,50.23696682464455,No,No
ZCTA5 26283,1432,44891,65,516,26283,4.539106145251397,No,No
ZCTA5 26285,215,-666666666,24,109,26285,11.162790697674419,No,No
ZCTA5 26287,2948,53021,356,1542,26287,12.075983717774763,No,No
ZCTA5 26288,3024,37500,706,1009,26288,23.346560846560845,No,No
ZCTA5 26289,18,-666666666,18,10,26289,100.0,No,No
ZCTA5 26291,47,-666666666,0,24,26291,0.0,No,No
ZCTA5 26292,710,53500,33,310,26292,4.647887323943662,No,No
ZCTA5 26293,614,128355,28,342,26293,4.5602605863192185,No,No
ZCTA5 26294,415,42125,103,159,26294,24.819277108433734,No,No
ZCTA5 26296,93,-666666666,0,0,26296,0.0,No,No
ZCTA5 26298,93,60104,5,24,26298,5.376344086021505,No,No
ZCTA5 26301,28736,48496,4934,12410,26301,17.17010022271715,No,No
ZCTA5 26320,774,62216,82,371,26320,10.594315245478036,No,No
ZCTA5 26321,211,31500,35,89,26321,16.587677725118482,No,No
ZCTA5 26323,452,27679,147,178,26323,32.52212389380531,No,No
ZCTA5 26325,206,37222,50,23,26325,24.271844660194176,No,No
ZCTA5 26327,55,-666666666,0,15,26327,0.0,No,No
ZCTA5 26330,15252,87705,1109,7961,26330,7.271177550485182,No,No
ZCTA5 26335,1249,61923,188,572,26335,15.052041633306645,No,No
ZCTA5 26337,1017,49063,167,396,26337,16.420845624385446,No,No
ZCTA5 26338,776,95179,53,342,26338,6.829896907216495,No,No
ZCTA5 26339,116,-666666666,0,62,26339,0.0,No,No
ZCTA5 26342,533,68148,20,242,26342,3.75234521575985,No,No
ZCTA5 26343,366,40588,95,114,26343,25.956284153005466,No,No
ZCTA5 26346,662,61058,54,201,26346,8.157099697885197,No,No
ZCTA5 26347,2309,42159,715,975,26347,30.96578605456908,No,No
ZCTA5 26348,339,-666666666,112,87,26348,33.03834808259587,No,No
ZCTA5 26349,211,51786,131,49,26349,62.08530805687204,No,No
ZCTA5 26351,2963,50444,377,1350,26351,12.723590955113062,No,No
ZCTA5 26354,10130,48750,1701,4496,26354,16.791707798617967,No,No
ZCTA5 26361,23,-666666666,0,23,26361,0.0,No,No
ZCTA5 26362,2856,43017,688,981,26362,24.089635854341736,No,No
ZCTA5 26366,82,-666666666,22,35,26366,26.82926829268293,No,No
ZCTA5 26369,582,-666666666,111,269,26369,19.072164948453608,No,No
ZCTA5 26372,687,104375,93,367,26372,13.537117903930133,No,No
ZCTA5 26374,1884,51932,84,654,26374,4.45859872611465,No,No
ZCTA5 26376,424,40909,14,71,26376,3.30188679245283,No,No
ZCTA5 26377,627,48235,65,202,26377,10.36682615629984,No,No
ZCTA5 26378,4595,70326,274,2216,26378,5.9630032644178455,No,No
ZCTA5 26384,485,66917,38,208,26384,7.835051546391752,No,No
ZCTA5 26385,2883,67969,245,1378,26385,8.498092265001734,No,No
ZCTA5 26386,2738,57360,312,1518,26386,11.39517896274653,No,No
ZCTA5 26404,109,13915,91,7,26404,83.4862385321101,No,No
ZCTA5 26405,1220,54821,321,445,26405,26.311475409836067,No,No
ZCTA5 26408,2636,73802,160,1450,26408,6.0698027314112295,No,No
ZCTA5 26410,636,61000,40,353,26410,6.289308176100629,No,No
ZCTA5 26411,817,45900,46,480,26411,5.630354957160343,No,No
ZCTA5 26412,501,83320,19,250,26412,3.792415169660679,No,No
ZCTA5 26415,3602,62905,315,1242,26415,8.745141588006664,No,No
ZCTA5 26416,6912,44042,1357,2796,26416,19.63252314814815,No,No
ZCTA5 26419,527,58750,111,156,26419,21.062618595825427,No,No
ZCTA5 26421,184,48092,55,73,26421,29.891304347826086,No,No
ZCTA5 26422,324,69803,7,159,26422,2.1604938271604937,No,No
ZCTA5 26424,141,29200,0,91,26424,0.0,No,No
ZCTA5 26425,854,46029,200,365,26425,23.4192037470726,No,No
ZCTA5 26426,7698,51052,1003,3256,26426,13.02935827487659,No,No
ZCTA5 26430,1714,-666666666,72,88,26430,4.200700116686114,No,No
ZCTA5 26431,5501,48450,833,2457,26431,15.14270132703145,No,No
ZCTA5 26435,89,-666666666,15,18,26435,16.853932584269664,No,No
ZCTA5 26436,101,32670,48,14,26436,47.524752475247524,No,No
ZCTA5 26437,654,-666666666,157,274,26437,24.00611620795107,No,No
ZCTA5 26438,79,-666666666,0,39,26438,0.0,No,No
ZCTA5 26440,1119,57500,120,437,26440,10.723860589812332,No,No
ZCTA5 26443,364,86250,14,161,26443,3.8461538461538463,No,No
ZCTA5 26444,3501,51940,399,1483,26444,11.396743787489289,No,No
ZCTA5 26447,1174,46042,301,323,26447,25.63884156729131,No,No
ZCTA5 26448,1296,43929,186,560,26448,14.351851851851851,No,No
ZCTA5 26451,501,59297,23,286,26451,4.590818363273453,No,No
ZCTA5 26452,9447,42592,1979,3843,26452,20.948449243145973,No,No
ZCTA5 26456,3156,58875,638,1363,26456,20.215462610899873,No,No
ZCTA5 26463,230,36953,87,114,26463,37.826086956521735,No,No
ZCTA5 26501,19219,61837,3257,11013,26501,16.946771424111557,No,No
ZCTA5 26505,38056,41817,11411,20694,26505,29.984759302081144,No,No
ZCTA5 26506,1452,-666666666,0,528,26506,0.0,No,No
ZCTA5 26508,38427,79650,4910,21076,26508,12.777474171806283,No,No
ZCTA5 26519,1933,52083,553,1082,26519,28.608380755302637,No,No
ZCTA5 26520,492,-666666666,7,255,26520,1.4227642276422763,No,No
ZCTA5 26521,124,-666666666,0,75,26521,0.0,No,No
ZCTA5 26524,175,-666666666,109,90,26524,62.28571428571429,No,No
