NAME,total_population,median_household_income,poverty_count,labor_force_count,zcta,poverty_rate,has_sprouts,has_whole_foods
ZCTA5 50401,28909,61703,2822,15575,50401,9.761665917188418,No,No
ZCTA5 50420,403,72596,61,171,50420,15.136476426799009,No,No
ZCTA5 50421,2923,57989,377,1178,50421,12.897707834416694,No,No
ZCTA5 50423,2490,60489,286,1263,50423,11.485943775100402,No,No
ZCTA5 50424,1532,59100,91,762,50424,5.939947780678851,No,No
ZCTA5 50426,79,54844,3,57,50426,3.79746835443038,No,No
ZCTA5 50427,137,68032,0,68,50427,0.0,No,No
ZCTA5 50428,9119,69426,539,4733,50428,5.910735826296743,No,No
ZCTA5 50430,333,54375,48,161,50430,14.414414414414415,No,No
ZCTA5 50431,206,46563,25,104,50431,12.135922330097088,No,No
ZCTA5 50432,261,71250,29,140,50432,11.11111111111111,No,No
ZCTA5 50433,181,54063,10,58,50433,5.524861878453039,No,No
ZCTA5 50434,448,39375,103,217,50434,22.991071428571427,No,No
ZCTA5 50435,687,62727,29,399,50435,4.2212518195050945,No,No
ZCTA5 50436,5879,67773,386,3262,50436,6.565742473209729,No,No
ZCTA5 50438,3989,70000,424,2050,50438,10.629230383554775,No,No
ZCTA5 50439,340,69500,19,172,50439,5.588235294117648,No,No
ZCTA5 50440,340,81250,18,242,50440,5.294117647058823,No,No
ZCTA5 50441,5321,53548,913,2391,50441,17.15842886675437,No,No
ZCTA5 50444,333,63125,7,189,50444,2.1021021021021022,No,No
ZCTA5 50446,522,78125,43,264,50446,8.237547892720306,No,No
ZCTA5 50447,1261,71985,56,731,50447,4.440919904837431,No,No
ZCTA5 50448,630,65000,51,307,50448,8.095238095238095,No,No
ZCTA5 50449,886,63000,72,514,50449,8.126410835214447,No,No
ZCTA5 50450,2839,73142,245,1498,50450,8.629799225079253,No,No
ZCTA5 50451,414,45000,86,199,50451,20.77294685990338,No,No
ZCTA5 50452,971,73350,94,480,50452,9.680741503604532,No,No
ZCTA5 50453,535,65417,19,257,50453,3.551401869158879,No,No
ZCTA5 50454,82,96513,0,57,50454,0.0,No,No
ZCTA5 50455,359,61875,34,197,50455,9.47075208913649,No,No
ZCTA5 50456,1783,72600,210,1043,50456,11.777902411665732,No,No
ZCTA5 50457,463,50833,89,219,50457,19.222462203023756,No,No
ZCTA5 50458,2297,85417,48,1068,50458,2.0896821941663037,No,No
ZCTA5 50459,3046,72708,177,1659,50459,5.810899540380827,No,No
ZCTA5 50460,713,80990,11,364,50460,1.5427769985974753,No,No
ZCTA5 50461,5068,61088,329,2753,50461,6.49171270718232,No,No
ZCTA5 50464,512,74583,37,252,50464,7.2265625,No,No
ZCTA5 50465,187,54000,36,70,50465,19.25133689839572,No,No
ZCTA5 50466,2042,52898,200,878,50466,9.79431929480901,No,No
ZCTA5 50467,103,65625,11,60,50467,10.679611650485436,No,No
ZCTA5 50468,1553,64464,176,754,50468,11.332904056664521,No,No
ZCTA5 50469,1647,72171,173,766,50469,10.50394656952034,No,No
ZCTA5 50470,223,67500,45,87,50470,20.179372197309416,No,No
ZCTA5 50471,680,71250,14,360,50471,2.0588235294117645,No,No
ZCTA5 50472,2506,82500,152,1435,50472,6.0654429369513165,No,No
ZCTA5 50473,171,88281,13,103,50473,7.602339181286549,No,No
ZCTA5 50475,1563,71458,178,861,50475,11.388355726167626,No,No
ZCTA5 50476,702,59375,96,349,50476,13.675213675213676,No,No
ZCTA5 50477,215,53214,69,100,50477,32.093023255813954,No,No
ZCTA5 50478,788,49079,47,416,50478,5.964467005076142,No,No
ZCTA5 50479,736,63750,51,349,50479,6.929347826086957,No,No
ZCTA5 50480,905,65772,57,474,50480,6.2983425414364635,No,No
ZCTA5 50482,692,72500,38,393,50482,5.491329479768786,No,No
ZCTA5 50483,765,69792,80,409,50483,10.457516339869281,No,No
ZCTA5 50484,313,66250,34,157,50484,10.86261980830671,No,No
ZCTA5 50501,28530,64013,3492,13956,50501,12.239747634069401,No,No
ZCTA5 50510,994,76190,84,557,50510,8.450704225352112,No,No
ZCTA5 50511,7041,58664,584,3420,50511,8.294276381195854,No,No
ZCTA5 50514,1089,57396,128,477,50514,11.753902662993571,No,No
ZCTA5 50515,271,53214,61,153,50515,22.509225092250922,No,No
ZCTA5 50516,708,69844,24,389,50516,3.389830508474576,No,No
ZCTA5 50517,909,57917,98,458,50517,10.78107810781078,No,No
ZCTA5 50518,350,79554,24,170,50518,6.857142857142858,No,No
ZCTA5 50519,678,66563,99,343,50519,14.601769911504425,No,No
ZCTA5 50520,177,75192,45,88,50520,25.423728813559322,No,No
ZCTA5 50521,17,-666666666,13,0,50521,76.47058823529412,No,No
ZCTA5 50522,922,73958,299,379,50522,32.4295010845987,No,No
ZCTA5 50523,667,76875,33,357,50523,4.94752623688156,No,No
ZCTA5 50524,523,84667,14,282,50524,2.676864244741874,No,No
ZCTA5 50525,3404,50395,437,1717,50525,12.837837837837837,No,No
ZCTA5 50527,106,58750,12,47,50527,11.320754716981133,No,No
ZCTA5 50528,344,70313,4,170,50528,1.1627906976744187,No,No
ZCTA5 50529,966,64583,83,558,50529,8.592132505175984,No,No
ZCTA5 50530,1230,73385,64,664,50530,5.203252032520325,No,No
ZCTA5 50531,232,78036,46,112,50531,19.82758620689655,No,No
ZCTA5 50532,877,65739,170,452,50532,19.384264538198405,No,No
ZCTA5 50533,3931,59410,726,1771,50533,18.46858305774612,No,No
ZCTA5 50535,990,85060,95,558,50535,9.595959595959595,No,No
ZCTA5 50536,4304,60000,607,2304,50536,14.103159851301115,No,No
ZCTA5 50538,562,51705,78,259,50538,13.87900355871886,No,No
ZCTA5 50539,453,65000,13,247,50539,2.869757174392936,No,No
ZCTA5 50540,1217,90114,65,618,50540,5.341002465078061,No,No
ZCTA5 50541,979,52885,142,485,50541,14.504596527068436,No,No
ZCTA5 50542,949,64375,91,492,50542,9.58904109589041,No,No
ZCTA5 50543,1243,69750,20,644,50543,1.6090104585679808,No,No
ZCTA5 50544,537,53500,128,215,50544,23.83612662942272,No,No
ZCTA5 50545,150,38295,13,63,50545,8.666666666666668,No,No
ZCTA5 50546,339,57946,56,177,50546,16.519174041297934,No,No
ZCTA5 50548,5591,68440,718,2619,50548,12.842067608656771,No,No
ZCTA5 50551,45,-666666666,25,17,50551,55.55555555555556,No,No
ZCTA5 50552,75,82750,4,46,50552,5.333333333333334,No,No
ZCTA5 50554,1674,61912,182,879,50554,10.87216248506571,No,No
ZCTA5 50556,110,41875,0,59,50556,0.0,No,No
ZCTA5 50557,763,71167,69,376,50557,9.043250327653997,No,No
ZCTA5 50558,742,86042,93,410,50558,12.533692722371967,No,No
ZCTA5 50559,283,37202,4,178,50559,1.4134275618374559,No,No
ZCTA5 50560,709,65625,92,336,50560,12.976022566995768,No,No
ZCTA5 50561,592,66193,28,367,50561,4.72972972972973,No,No
ZCTA5 50562,394,67188,45,228,50562,11.421319796954315,No,No
ZCTA5 50563,2468,75924,129,1198,50563,5.226904376012966,No,No
ZCTA5 50565,381,56667,64,219,50565,16.79790026246719,No,No
ZCTA5 50566,454,61607,48,237,50566,10.572687224669604,No,No
ZCTA5 50567,206,61111,4,87,50567,1.9417475728155338,No,No
ZCTA5 50568,1583,72097,94,784,50568,5.9380922299431464,No,No
ZCTA5 50569,650,56979,32,356,50569,4.923076923076923,No,No
ZCTA5 50570,152,67426,2,68,50570,1.3157894736842104,No,No
ZCTA5 50571,254,67625,39,115,50571,15.354330708661418,No,No
ZCTA5 50573,68,48125,0,34,50573,0.0,No,No
ZCTA5 50574,2160,57176,173,1136,50574,8.00925925925926,No,No
ZCTA5 50575,649,57750,61,270,50575,9.399075500770417,No,No
ZCTA5 50576,251,58750,47,145,50576,18.725099601593627,No,No
ZCTA5 50577,383,60469,37,239,50577,9.660574412532636,No,No
ZCTA5 50578,687,67500,171,387,50578,24.890829694323145,No,No
ZCTA5 50579,3153,63893,263,1138,50579,8.341262289882652,No,No
ZCTA5 50581,764,62727,67,337,50581,8.769633507853403,No,No
ZCTA5 50582,178,79167,2,113,50582,1.1235955056179776,No,No
ZCTA5 50583,2387,58529,229,1410,50583,9.593632174277337,No,No
ZCTA5 50585,1207,68676,50,602,50585,4.142502071251036,No,No
ZCTA5 50586,235,50357,43,105,50586,18.29787234042553,No,No
ZCTA5 50588,13263,56608,874,6930,50588,6.589760989218125,No,No
ZCTA5 50590,870,60417,190,423,50590,21.839080459770116,No,No
ZCTA5 50591,309,72500,90,138,50591,29.126213592233007,No,No
ZCTA5 50592,141,92557,4,58,50592,2.8368794326241136,No,No
ZCTA5 50593,32,43750,2,17,50593,6.25,No,No
ZCTA5 50594,201,60000,9,131,50594,4.477611940298507,No,No
ZCTA5 50595,8823,63782,724,4322,50595,8.205825682874305,No,No
ZCTA5 50597,1312,82500,44,676,50597,3.353658536585366,No,No
ZCTA5 50598,888,74526,20,506,50598,2.2522522522522523,No,No
ZCTA5 50599,470,62361,23,225,50599,4.8936170212765955,No,No
ZCTA5 50601,2468,63333,230,1307,50601,9.319286871961102,No,No
ZCTA5 50602,1382,63421,137,704,50602,9.913169319826338,No,No
ZCTA5 50603,342,59688,20,231,50603,5.847953216374268,No,No
ZCTA5 50604,1618,62521,183,790,50604,11.31025957972806,No,No
ZCTA5 50605,139,47375,12,54,50605,8.633093525179856,No,No
ZCTA5 50606,880,60110,124,378,50606,14.09090909090909,No,No
ZCTA5 50607,417,60536,55,196,50607,13.189448441247004,No,No
ZCTA5 50608,43,63462,0,21,50608,0.0,No,No
ZCTA5 50609,381,85905,0,271,50609,0.0,No,No
ZCTA5 50611,364,69167,60,180,50611,16.483516483516482,No,No
ZCTA5 50612,365,94583,112,176,50612,30.684931506849317,No,No
ZCTA5 50613,43732,72239,6409,25283,50613,14.655172413793101,No,No
ZCTA5 50616,9544,60512,1189,4842,50616,12.458088851634534,No,No
ZCTA5 50619,2099,64787,182,1157,50619,8.670795616960456,No,No
ZCTA5 50620,55,53750,16,35,50620,29.09090909090909,No,No
ZCTA5 50621,1641,74018,95,717,50621,5.78915295551493,No,No
ZCTA5 50622,3179,98787,40,1731,50622,1.2582573136206354,No,No
ZCTA5 50623,150,84063,31,80,50623,20.666666666666668,No,No
ZCTA5 50624,1694,87063,33,897,50624,1.948051948051948,No,No
ZCTA5 50625,1005,55781,132,496,50625,13.134328358208954,No,No
ZCTA5 50626,1560,81679,90,834,50626,5.769230769230769,No,No
ZCTA5 50627,3263,64886,250,1564,50627,7.661661048115231,No,No
ZCTA5 50628,1183,57353,119,576,50628,10.059171597633137,No,No
ZCTA5 50629,2374,97096,63,1191,50629,2.653748946925021,No,No
ZCTA5 50630,1568,71500,129,704,50630,8.22704081632653,No,No
ZCTA5 50631,250,45625,40,143,50631,16.0,No,No
ZCTA5 50632,1296,68363,63,711,50632,4.861111111111112,No,No
ZCTA5 50633,344,66927,28,267,50633,8.13953488372093,No,No
ZCTA5 50634,770,79286,25,432,50634,3.2467532467532463,No,No
ZCTA5 50635,1344,66563,162,710,50635,12.053571428571429,No,No
ZCTA5 50636,2038,59676,245,1029,50636,12.021589793915604,No,No
ZCTA5 50638,3330,81446,268,1718,50638,8.048048048048049,No,No
ZCTA5 50641,1446,64514,119,743,50641,8.229598893499308,No,No
ZCTA5 50642,498,102578,19,321,50642,3.815261044176707,No,No
ZCTA5 50643,3063,109917,154,1562,50643,5.027750571335292,No,No
ZCTA5 50644,8705,72893,781,4570,50644,8.971855255600229,No,No
ZCTA5 50645,1391,64531,137,608,50645,9.8490294751977,No,No
ZCTA5 50647,2032,94898,53,1103,50647,2.608267716535433,No,No
ZCTA5 50648,4044,90000,273,2235,50648,6.750741839762611,No,No
ZCTA5 50649,16,-666666666,0,0,50649,0.0,No,No
ZCTA5 50650,693,59250,71,311,50650,10.245310245310245,No,No
ZCTA5 50651,3608,76759,294,1797,50651,8.148558758314856,No,No
ZCTA5 50652,118,57500,14,55,50652,11.864406779661017,No,No
ZCTA5 50653,504,69643,21,248,50653,4.166666666666666,No,No
ZCTA5 50654,328,51250,45,181,50654,13.719512195121952,No,No
ZCTA5 50655,760,55417,53,427,50655,6.973684210526315,No,No
ZCTA5 50657,122,87500,13,55,50657,10.655737704918032,No,No
ZCTA5 50658,2427,65833,187,1358,50658,7.704985578903997,No,No
ZCTA5 50659,5986,76000,383,3216,50659,6.398262612763114,No,No
ZCTA5 50660,1234,85577,236,608,50660,19.124797406807133,No,No
ZCTA5 50662,6499,42348,1036,2801,50662,15.940913986767194,No,No
ZCTA5 50664,131,-666666666,0,93,50664,0.0,No,No
ZCTA5 50665,2677,67684,357,1247,50665,13.335823683227494,No,No
ZCTA5 50666,720,72857,35,368,50666,4.861111111111112,No,No
ZCTA5 50667,810,60972,20,397,50667,2.4691358024691357,No,No
ZCTA5 50668,1159,82330,55,616,50668,4.745470232959448,No,No
ZCTA5 50669,2358,81250,194,1245,50669,8.227311280746395,No,No
ZCTA5 50670,2378,77054,139,1167,50670,5.84524810765349,No,No
ZCTA5 50671,179,53843,24,104,50671,13.40782122905028,No,No
ZCTA5 50672,420,70417,30,201,50672,7.142857142857142,No,No
ZCTA5 50673,245,85833,19,142,50673,7.755102040816326,No,No
ZCTA5 50674,3539,69375,303,1755,50674,8.56174060469059,No,No
ZCTA5 50675,2316,70859,281,1253,50675,12.132987910189982,No,No
ZCTA5 50676,2095,85526,58,1203,50676,2.768496420047733,No,No
ZCTA5 50677,12746,83635,1018,6813,50677,7.986819394319787,No,No
ZCTA5 50680,1124,70507,49,588,50680,4.359430604982206,No,No
ZCTA5 50681,447,65577,48,204,50681,10.738255033557047,No,No
ZCTA5 50682,1649,84643,53,890,50682,3.214069132807762,No,No
ZCTA5 50701,30128,60130,5045,15592,50701,16.74522039298991,No,No
ZCTA5 50702,20818,58418,2641,10950,50702,12.686136996829667,No,No
ZCTA5 50703,18587,44834,3762,8981,50703,20.23995265508151,No,No
ZCTA5 50707,7307,58939,1297,4110,50707,17.75010264130286,No,No
ZCTA5 50801,8957,55413,1043,4377,50801,11.644523836105838,No,No
ZCTA5 50830,1969,69028,224,944,50830,11.376333164042661,No,No
ZCTA5 50831,29,58750,1,13,50831,3.4482758620689653,No,No
ZCTA5 50833,2139,63182,144,1086,50833,6.732117812061711,No,No
ZCTA5 50835,61,55313,0,38,50835,0.0,No,No
ZCTA5 50836,308,75658,18,178,50836,5.844155844155844,No,No
ZCTA5 50837,342,61538,38,169,50837,11.11111111111111,No,No
ZCTA5 50839,59,43125,3,14,50839,5.084745762711865,No,No
ZCTA5 50840,617,73214,55,278,50840,8.914100486223662,No,No
ZCTA5 50841,2379,64583,275,1168,50841,11.559478772593526,No,No
ZCTA5 50842,73,53125,4,29,50842,5.47945205479452,No,No
ZCTA5 50843,487,51250,128,214,50843,26.283367556468175,No,No
ZCTA5 50845,814,68523,101,366,50845,12.407862407862408,No,No
ZCTA5 50846,1149,66500,42,618,50846,3.6553524804177546,No,No
ZCTA5 50847,64,32500,15,23,50847,23.4375,No,No
ZCTA5 50848,289,48438,41,170,50848,14.186851211072666,No,No
ZCTA5 50849,2395,58250,292,1204,50849,12.192066805845512,No,No
ZCTA5 50851,2238,65660,213,1189,50851,9.517426273458444,No,No
ZCTA5 50853,693,66406,65,311,50853,9.37950937950938,No,No
ZCTA5 50854,2414,67014,225,1169,50854,9.32062966031483,No,No
ZCTA5 50857,161,56563,15,86,50857,9.316770186335404,No,No
ZCTA5 50858,796,67917,105,429,50858,13.190954773869345,No,No
ZCTA5 50859,823,75000,41,481,50859,4.981773997569866,No,No
ZCTA5 50860,156,43889,3,56,50860,1.9230769230769231,No,No
ZCTA5 50861,309,82500,7,168,50861,2.26537216828479,No,No
ZCTA5 50862,99,67083,8,57,50862,8.080808080808081,No,No
ZCTA5 50863,194,93750,11,93,50863,5.670103092783505,No,No
ZCTA5 50864,1745,57275,293,882,50864,16.79083094555874,No,No
ZCTA5 51001,2370,63357,254,1208,51001,10.717299578059073,No,No
ZCTA5 51002,2819,71136,107,1579,51002,3.795672224192976,No,No
ZCTA5 51003,1761,85536,34,1016,51003,1.9307211811470757,No,No
ZCTA5 51004,863,59500,86,489,51004,9.965237543453071,No,No
ZCTA5 51005,1486,74750,120,794,51005,8.07537012113055,No,No
ZCTA5 51006,1201,71786,112,570,51006,9.325562031640299,No,No
ZCTA5 51007,569,105972,15,363,51007,2.6362038664323375,No,No
ZCTA5 51008,168,70208,0,70,51008,0.0,No,No
ZCTA5 51009,166,52917,43,60,51009,25.903614457831324,No,No
ZCTA5 51010,411,71779,33,272,51010,8.02919708029197,No,No
ZCTA5 51011,77,50000,10,37,51011,12.987012987012985,No,No
ZCTA5 51012,6518,55792,1113,3290,51012,17.07579011966861,No,No
ZCTA5 51014,534,63750,48,326,51014,8.98876404494382,No,No
ZCTA5 51015,71,67679,0,25,51015,0.0,No,No
ZCTA5 51016,1118,53177,85,476,51016,7.602862254025045,No,No
ZCTA5 51018,613,75000,76,395,51018,12.39804241435563,No,No
ZCTA5 51019,566,71447,71,254,51019,12.54416961130742,No,No
ZCTA5 51020,574,60000,136,306,51020,23.693379790940767,No,No
ZCTA5 51022,993,88077,64,528,51022,6.445115810674723,No,No
ZCTA5 51023,3469,71897,343,1498,51023,9.887575670221967,No,No
ZCTA5 51024,2125,105023,77,1345,51024,3.623529411764706,No,No
ZCTA5 51025,1958,67026,243,1061,51025,12.410623084780388,No,No
ZCTA5 51026,1057,85156,172,574,51026,16.272469252601702,No,No
ZCTA5 51027,1421,91563,124,744,51027,8.72624912033779,No,No
ZCTA5 51028,2027,69734,112,1068,51028,5.5254070054267395,No,No
ZCTA5 51029,280,73333,37,154,51029,13.214285714285715,No,No
ZCTA5 51030,1586,83333,112,898,51030,7.0617906683480465,No,No
ZCTA5 51031,12595,75540,787,6914,51031,6.248511314013498,No,No
ZCTA5 51033,460,50515,25,215,51033,5.434782608695652,No,No
ZCTA5 51034,1653,66786,96,803,51034,5.807622504537205,No,No
ZCTA5 51035,1577,74554,106,941,51035,6.721623335447051,No,No
ZCTA5 51036,676,109750,8,481,51036,1.183431952662722,No,No
ZCTA5 51037,293,76667,40,128,51037,13.651877133105803,No,No
ZCTA5 51038,1763,90625,70,897,51038,3.970504821327283,No,No
ZCTA5 51039,2648,101506,96,1495,51039,3.625377643504532,No,No
ZCTA5 51040,3422,55559,560,1708,51040,16.36469900642899,No,No
ZCTA5 51041,7016,80625,432,3903,51041,6.1573546180159635,No,No
ZCTA5 51044,216,83750,26,51,51044,12.037037037037036,No,No
ZCTA5 51045,113,108000,0,75,51045,0.0,No,No
ZCTA5 51046,1432,74327,65,813,51046,4.539106145251397,No,No
ZCTA5 51047,690,85417,24,443,51047,3.4782608695652173,No,No
ZCTA5 51048,525,74063,30,270,51048,5.714285714285714,No,No
ZCTA5 51049,502,51618,48,278,51049,9.56175298804781,No,No
ZCTA5 51050,3043,94605,137,1707,51050,4.502136049950707,No,No
ZCTA5 51051,62,47917,1,16,51051,1.6129032258064515,No,No
ZCTA5 51052,1001,83649,30,597,51052,2.997002997002997,No,No
ZCTA5 51053,1129,66125,115,633,51053,10.186005314437557,No,No
ZCTA5 51054,5416,116111,422,3073,51054,7.791728212703101,No,No
ZCTA5 51055,1271,76875,161,632,51055,12.667191188040913,No,No
ZCTA5 51056,464,69858,17,230,51056,3.6637931034482754,No,No
ZCTA5 51058,982,61838,87,557,51058,8.859470468431772,No,No
ZCTA5 51060,557,52610,53,237,51060,9.515260323159785,No,No
ZCTA5 51061,330,57917,31,158,51061,9.393939393939393,No,No
ZCTA5 51062,356,-666666666,10,127,51062,2.8089887640449436,No,No
ZCTA5 51063,1144,65787,104,554,51063,9.090909090909092,No,No
ZCTA5 51101,1070,17452,271,528,51101,25.327102803738317,No,No
ZCTA5 51103,17005,55284,3486,8164,51103,20.499852984416346,No,No
ZCTA5 51104,22759,74734,2045,12604,51104,8.98545630300101,No,No
ZCTA5 51105,11214,47018,2518,5612,51105,22.454075263064027,No,No
ZCTA5 51106,27652,74750,3541,14913,51106,12.805583682916243,No,No
ZCTA5 51108,5555,71176,151,2554,51108,2.7182718271827184,No,No
ZCTA5 51109,3619,73158,539,2001,51109,14.893617021276595,No,No
ZCTA5 51111,124,43977,0,59,51111,0.0,No,No
ZCTA5 51201,6278,69041,848,3469,51201,13.50748646065626,No,No
ZCTA5 51230,578,71316,2,288,51230,0.34602076124567477,No,No
ZCTA5 51231,621,100547,153,243,51231,24.637681159420293,No,No
ZCTA5 51232,774,75313,28,435,51232,3.6175710594315245,No,No
ZCTA5 51234,1179,87083,111,691,51234,9.414758269720101,No,No
ZCTA5 51235,1012,63676,97,470,51235,9.58498023715415,No,No
ZCTA5 51237,1700,61563,129,835,51237,7.588235294117647,No,No
ZCTA5 51238,1401,69432,122,658,51238,8.708065667380442,No,No
ZCTA5 51239,3115,79886,233,1739,51239,7.479935794542536,No,No
ZCTA5 51240,1629,86875,43,859,51240,2.6396562308164517,No,No
ZCTA5 51241,2237,97788,88,1212,51241,3.933839964237819,No,No
ZCTA5 51242,343,81932,3,192,51242,0.8746355685131195,No,No
ZCTA5 51243,663,76406,18,406,51243,2.7149321266968327,No,No
ZCTA5 51244,147,79688,1,93,51244,0.6802721088435374,No,No
ZCTA5 51245,1096,76375,106,495,51245,9.67153284671533,No,No
ZCTA5 51246,4007,70625,79,1821,51246,1.9715497878712254,No,No
ZCTA5 51247,4887,65403,294,2780,51247,6.0159607120933085,No,No
ZCTA5 51248,1712,56691,194,761,51248,11.33177570093458,No,No
ZCTA5 51249,3388,67083,526,1739,51249,15.52538370720189,No,No
ZCTA5 51250,9667,87323,296,5240,51250,3.0619633805730837,No,No
ZCTA5 51301,12326,59987,1515,6600,51301,12.291092000649034,No,No
ZCTA5 51331,1017,80577,64,515,51331,6.293018682399214,No,No
ZCTA5 51333,394,87614,13,219,51333,3.2994923857868024,No,No
ZCTA5 51334,6992,65181,794,3788,51334,11.3558352402746,No,No
ZCTA5 51338,933,55833,67,530,51338,7.181136120042872,No,No
ZCTA5 51340,93,80000,0,71,51340,0.0,No,No
ZCTA5 51341,39,-666666666,1,17,51341,2.564102564102564,No,No
ZCTA5 51342,1315,71250,64,734,51342,4.866920152091255,No,No
ZCTA5 51343,284,81875,9,124,51343,3.169014084507042,No,No
ZCTA5 51345,418,49734,8,242,51345,1.9138755980861244,No,No
ZCTA5 51346,2201,56042,235,1082,51346,10.676965015901862,No,No
ZCTA5 51347,1621,79150,89,902,51347,5.490438001233806,No,No
ZCTA5 51350,443,63125,100,224,51350,22.573363431151243,No,No
ZCTA5 51351,4812,67250,242,2540,51351,5.029093931837074,No,No
ZCTA5 51354,1090,68011,98,595,51354,8.990825688073395,No,No
ZCTA5 51355,877,55238,122,427,51355,13.911060433295324,No,No
ZCTA5 51357,744,60833,90,414,51357,12.096774193548388,No,No
ZCTA5 51358,1259,65833,105,583,51358,8.339952343129468,No,No
ZCTA5 51360,8533,74375,481,4701,51360,5.636938942927458,No,No
ZCTA5 51363,143,56125,14,61,51363,9.79020979020979,No,No
ZCTA5 51364,708,60461,74,437,51364,10.451977401129943,No,No
ZCTA5 51365,423,58750,26,221,51365,6.1465721040189125,No,No
ZCTA5 51366,303,76667,5,128,51366,1.65016501650165,No,No
ZCTA5 51401,12174,66768,948,6118,51401,7.787087235091178,No,No
ZCTA5 51430,1273,69554,33,767,51430,2.592301649646504,No,No
ZCTA5 51431,463,51774,47,250,51431,10.151187904967603,No,No
ZCTA5 51432,35,61875,9,12,51432,25.71428571428571,No,No
ZCTA5 51433,606,61438,107,372,51433,17.656765676567655,No,No
ZCTA5 51436,980,60125,16,596,51436,1.6326530612244898,No,No
ZCTA5 51439,771,60667,124,378,51439,16.08300907911803,No,No
ZCTA5 51440,287,65000,50,150,51440,17.421602787456447,No,No
ZCTA5 51441,457,50357,46,188,51441,10.065645514223196,No,No
ZCTA5 51442,9648,59325,2006,4764,51442,20.791873963515755,No,No
ZCTA5 51443,1377,77841,143,797,51443,10.384894698620188,No,No
ZCTA5 51444,338,80536,1,203,51444,0.2958579881656805,No,No
ZCTA5 51445,2526,66964,223,1326,51445,8.828186856690419,No,No
ZCTA5 51446,483,75500,77,254,51446,15.942028985507244,No,No
ZCTA5 51447,152,110417,5,120,51447,3.289473684210526,No,No
ZCTA5 51448,620,49813,150,281,51448,24.193548387096776,No,No
ZCTA5 51449,2020,68750,185,944,51449,9.158415841584159,No,No
ZCTA5 51450,1448,76316,94,706,51450,6.49171270718232,No,No
ZCTA5 51451,58,21875,18,32,51451,31.03448275862069,No,No
ZCTA5 51452,171,68750,17,87,51452,9.941520467836257,No,No
ZCTA5 51453,537,75365,46,250,51453,8.56610800744879,No,No
ZCTA5 51454,1409,93884,46,802,51454,3.2647267565649396,No,No
ZCTA5 51455,2241,72847,105,1273,51455,4.685408299866131,No,No
ZCTA5 51458,1167,68702,116,517,51458,9.940017137960583,No,No
ZCTA5 51459,65,66667,14,33,51459,21.53846153846154,No,No
ZCTA5 51460,59,-666666666,12,24,51460,20.33898305084746,No,No
ZCTA5 51461,1187,69500,131,650,51461,11.036225779275483,No,No
ZCTA5 51462,949,65139,79,502,51462,8.324552160168599,No,No
ZCTA5 51463,484,65703,71,300,51463,14.669421487603307,No,No
ZCTA5 51465,723,63971,109,325,51465,15.076071922544951,No,No
ZCTA5 51466,1286,86250,52,467,51466,4.043545878693624,No,No
ZCTA5 51467,531,75875,48,237,51467,9.03954802259887,No,No
ZCTA5 51501,35400,56054,4973,18004,51501,14.048022598870055,No,No
ZCTA5 51503,37081,76075,3620,18860,51503,9.762412016935897,No,No
ZCTA5 51510,3780,64479,684,1820,51510,18.095238095238095,No,No
ZCTA5 51520,218,55956,0,65,51520,0.0,No,No
ZCTA5 51521,1857,68324,182,904,51521,9.800753904146472,No,No
ZCTA5 51523,370,79286,8,164,51523,2.1621621621621623,No,No
ZCTA5 51525,1003,73173,59,519,51525,5.88235294117647,No,No
ZCTA5 51526,1560,85833,13,817,51526,0.8333333333333334,No,No
ZCTA5 51527,395,71250,26,225,51527,6.582278481012659,No,No
ZCTA5 51528,642,70625,69,382,51528,10.74766355140187,No,No
ZCTA5 51529,1992,61250,90,1109,51529,4.518072289156627,No,No
ZCTA5 51530,629,46806,52,326,51530,8.267090620031796,No,No
ZCTA5 51531,784,59722,51,370,51531,6.505102040816327,No,No
ZCTA5 51532,685,64444,88,334,51532,12.846715328467154,No,No
ZCTA5 51533,843,66029,84,413,51533,9.9644128113879,No,No
ZCTA5 51534,9435,82992,663,4675,51534,7.027027027027027,No,No
ZCTA5 51535,1730,81326,102,881,51535,5.895953757225433,No,No
ZCTA5 51536,418,75625,48,223,51536,11.483253588516746,No,No
ZCTA5 51537,6852,66615,658,3418,51537,9.603035610040864,No,No
ZCTA5 51540,304,63750,2,87,51540,0.6578947368421052,No,No
ZCTA5 51541,491,66442,45,196,51541,9.164969450101832,No,No
ZCTA5 51542,950,108854,38,509,51542,4.0,No,No
ZCTA5 51543,390,50000,91,150,51543,23.333333333333332,No,No
ZCTA5 51544,741,47500,59,274,51544,7.96221322537112,No,No
ZCTA5 51545,271,40625,52,85,51545,19.18819188191882,No,No
ZCTA5 51546,3067,79475,167,1527,51546,5.445060319530485,No,No
ZCTA5 51548,509,96827,0,237,51548,0.0,No,No
ZCTA5 51549,394,68594,14,213,51549,3.5532994923857872,No,No
ZCTA5 51550,137,74167,2,75,51550,1.4598540145985401,No,No
ZCTA5 51551,1619,78780,50,944,51551,3.0883261272390365,No,No
ZCTA5 51552,204,-666666666,61,137,51552,29.901960784313726,No,No
ZCTA5 51553,1100,87750,86,617,51553,7.818181818181818,No,No
ZCTA5 51554,88,-666666666,24,35,51554,27.27272727272727,No,No
ZCTA5 51555,4858,79592,281,2646,51555,5.784273363524084,No,No
